go .	va !
i want him to leave .	je veux que lui s en aille .
i was happy for him .	je fus heureux pour lui .
i was happy for him .	j ai ete heureux pour lui .
i was happy for him .	j etais heureux pour lui .
i will not help you .	je ne t aiderai pas .
i d like to do that .	j aimerais faire ca .
i d like to go home .	j aimerais me rendre chez moi .
i d like to go home .	j aimerais aller chez moi .
i d like to see her .	je voudrais la rencontrer .
i ll be right there .	j y serai .
i ll be right there .	j y vais immediatement .
i ll be right there .	je te surveille .
i ll come right now .	j arrive tout de suite .
i ll do it with you .	je le ferai avec toi .
i ll do it with you .	je le ferai avec vous .
i ll give it to you .	je te le donnerai .
i ll give it to you .	je vous le donnerai .
i ll need your help .	j aurai besoin de votre aide .
i ll need your help .	j aurai besoin de ton aide .
i m going there now .	j y vais maintenant .
i m going to go now .	je vais maintenant y aller .
i m happy with that .	j en suis content .
i m happy with that .	j en suis contente .
i m not at all busy .	je ne suis pas occupe du tout .
i m not at all busy .	je ne suis pas occupee du tout .
i m not really busy .	je ne suis pas vraiment occupe .
i m not really busy .	je ne suis pas vraiment occupee .
i m ready to go now .	je suis pret a partir maintenant .
i m ready to go now .	je suis pret a y aller maintenant .
i m really not busy .	je ne suis vraiment pas occupe .
i m really not busy .	je ne suis vraiment pas occupee .
i m still not ready .	je ne suis pas encore pret .
is it time to leave ?	est ce l heure de partir ?
is it time to leave ?	est il temps de partir ?
is it time you need ?	est ce de temps dont vous avez besoin ?
is it time you need ?	est ce de temps dont tu as besoin ?
is that all we need ?	est ce tout ce dont nous avons besoin ?
is this all they do ?	est ce tout ce qu ils font ?
is this all they do ?	est ce tout ce qu elles font ?
is this all we need ?	est ce la tout ce dont nous avons besoin ?
it s just not right .	c est simplement incorrect .
it s time to get up .	il est temps de se lever .
just leave me alone .	fichez moi simplement la paix !
just leave me alone .	fiche moi simplement la paix !
no one will stop us .	personne ne nous arretera .
no i don t want to .	non je ne veux pas .
now is not the time .	ce n est actuellement pas le moment .
she didn t like him .	elle ne l aimait pas .
she won t like this .	ca ne va pas lui plaire .
so what do you say ?	alors qu est ce que t en dis ?
so what do you say ?	alors qu en dites vous ?
tell tom i love him .	dis a tom que je l aime .
tell me where he is .	dites moi ou il se trouve !
tell me where he is .	dis moi ou il se trouve !
that didn t help us .	cela ne nous a pas aide .
that won t help you .	ca ne va pas t aider .
that s all i can do .	c est tout ce que je peux faire .
that s all there is .	c est tout ce qu il y a .
that s how i see it .	c est ainsi que je le vois .
that s what we need .	c est ce dont nous avons besoin .
that s what we want .	c est ce que nous voulons .
that s where i work .	c est la que je travaille .
that s why i m busy .	voila pourquoi je suis occupe .
that s why i m here .	c est pour ca que je suis la .
that s why i m here .	c est pourquoi je suis ici .
that s why i m here .	c est pourquoi je me trouve ici .
that s why i m here .	c est pourquoi je suis la .
that s why i m here .	c est la raison de ma presence .
that s why i m here .	c est la raison de ma presence ici .
there s no one here .	il n y a personne ici .
there s no one here .	personne n est ici .
they can t stop you .	ils ne peuvent pas vous arreter .
they can t stop you .	elles ne peuvent pas vous arreter .
they don t have one .	ils n en ont pas .
they don t have one .	elles n en ont pas .
they don t like you .	ils ne vous apprecient pas .
they don t like you .	elles ne vous apprecient pas .
they need the money .	ils ont besoin de l argent .
they need the money .	elles ont besoin de l argent .
they were all there .	ils etaient tous la .
they were all there .	elles etaient toutes la .
they won t help you .	ils ne t aideront pas .
they won t help you .	ils ne vous aideront pas .
they won t help you .	elles ne t aideront pas .
they won t help you .	elles ne vous aideront pas .
they re here for me .	ils sont la pour moi .
they re here for me .	elles sont la pour moi .
this can t be right .	ce ne peut etre vrai .
this is all for you .	tout est pour toi .
this is all for you .	tout est pour vous .
this is not for you .	ce n est pas pour toi .
this is not for you .	ce n est pas pour vous .
this is not for you .	ceci n est pas pour vous .
this isn t the time .	ce n est pas le moment .
tom could stop this .	tom pourrait arreter ceci .
tom didn t say that .	tom n a pas dit ca .
tom was never happy .	tom n etait jamais heureux .
tom will never know .	tom ne le saura jamais .
tom won t come home .	tom ne va pas venir a la maison .
we didn t need that .	nous n avions pas besoin de cela .
we didn t need that .	nous n avons pas eu besoin de ca .
we don t have to go .	il ne nous faut pas y aller .
we don t have to go .	nous ne devons pas y aller .
we don t have to go .	il ne nous faut pas partir .
we don t have to go .	nous ne devons pas partir .
we don t have to go .	nous ne sommes pas obliges de partir .
we have to stop now .	nous devons immediatement arreter .
we have to work now .	on doit travailler maintenant .
we must not give up .	nous ne devons pas abandonner .
we need to help tom .	nous devons aider tom .
we should get going .	nous devrions y aller .
we want out of here .	nous voulons nous tirer d ici .
we want to help tom .	nous voulons aider tom .
we re all right now .	nous allons bien maintenant .
we re not going out .	nous n allons pas sortir .
well ? will you come ?	eh bien ? tu vas venir ?
well ? will you come ?	alors ? viendras tu ?
well ? will you come ?	alors ? viendrez vous ?
what am i to do now ?	que suis je suppose faire maintenant ?
what can i tell tom ?	que puis je dire a tom ?
what can i tell you ?	que puis je vous dire ?
what can i tell you ?	que puis je te dire ?
what can you do now ?	que pouvez vous faire maintenant ?
what did i just say ?	qu est ce que je viens de dire ?
what did i tell you ?	que vous ai je dit ?
what did i tell you ?	que t ai je dit ?
what do i look like ?	a quoi je ressemble ?
what don t you have ?	que n as tu ?
what don t you have ?	que n as tu pas ?
what don t you have ?	que n avez vous ?
what don t you have ?	que n avez vous pas ?
what don t you have ?	que n as tu pas ?
what don t you have ?	que n avez vous pas ?
what don t you have ?	de quoi ne disposes tu pas ?
what don t you have ?	de quoi ne disposez vous pas ?
what don t you like ?	que n aimes tu pas ?
what made her do so ?	qu est ce qui le lui a fait faire ?
what time is it now ?	quelle heure est il a present ?
what time is it now ?	quelle heure est il maintenant ?
what time is it now ?	il est quelle heure la ?
what re you good at ?	a quoi es tu bon ?
what re you good at ?	a quoi etes vous bon ?
what s all that for ?	a quoi sert tout ca ?
what s it look like ?	de quoi ca a l air ?
what s the time now ?	quelle heure est il maintenant ?
what s the time now ?	il est quelle heure la ?
what s there to say ?	qu y a t il a en dire ?
where could they be ?	ou pourraient elles se trouver ?
where could they be ?	ou pourraient ils se trouver ?
where is your money ?	ou est votre argent ?
why am i still here ?	pourquoi suis je encore ici ?
why are you at home ?	pourquoi es tu a la maison ?
why are you at home ?	pourquoi etes vous a la maison ?
why are you so busy ?	pourquoi es tu si occupee ?
why are you so busy ?	pourquoi es tu si occupe ?
why are you so busy ?	pourquoi etes vous si occupee ?
why are you so busy ?	pourquoi etes vous si occupees ?
why are you so busy ?	pourquoi etes vous si occupes ?
why are you so busy ?	pourquoi etes vous si occupe ?
why can t i do that ?	pourquoi ne puis je pas faire ca ?
why can t i see you ?	pourquoi ne puis je te voir ?
why can t i see you ?	pourquoi ne puis je vous voir ?
why can t i see you ?	pourquoi est ce que je ne parviens pas a te voir ?
why can t i see you ?	pourquoi est ce que je ne parviens pas a vous voir ?
why can t you do it ?	pourquoi ne parvenez vous pas a le faire ?
why can t you do it ?	pourquoi ne parviens tu pas a le faire ?
why can t you do it ?	pourquoi ne pouvez vous pas le faire ?
why can t you do it ?	pourquoi ne peux tu pas le faire ?
why did tom do that ?	pourquoi tom a t il fait cela ?
why did tom want it ?	pourquoi tom le voulait ?
why did tom want it ?	pourquoi tom la voulait ?
why did she do that ?	pourquoi a t elle fait ca ?
why did we say that ?	pourquoi avons nous dit cela ?
why did you do that ?	pourquoi as tu fais cela ?
why did you go home ?	pourquoi etes vous rentre a la maison ?
why didn t you come ?	pourquoi n etes vous pas venu ?
why didn t you come ?	pourquoi n es tu pas venu ?
why didn t you come ?	pourquoi n es tu pas venu ?
why do you say that ?	pourquoi dis tu cela ?
why do you think so ?	pourquoi pensez vous ca ?
why don t we all go ?	pourquoi n y allons nous pas tous ?
why don t we all go ?	pourquoi n y allons nous pas toutes ?
why is the dog here ?	pourquoi le chien est il ici ?
will you go with us ?	est ce que tu viendras avec nous ?
will you go with us ?	est ce que vous viendrez avec nous ?
you can t have that .	tu ne peux pas avoir ca .
you can t have that .	vous ne pouvez pas avoir cela .
you can t have this .	tu ne peux pas avoir ca .
you can t have this .	vous ne pouvez pas avoir ca .
you could stop this .	vous pourriez arreter ceci .
you could stop this .	tu pourrais stopper ceci .
you don t know that .	tu n en sais rien .
you don t know that .	tu l ignores .
you don t know that .	vous n en savez rien .
you don t know that .	vous l ignorez .
you don t look well .	tu n as pas l air bien .
you don t look well .	vous n avez pas l air bien .
you don t need that .	tu n as pas besoin de ca .
you don t need that .	vous n avez pas besoin de ca .
you don t want this .	tu ne veux pas cela .
you don t work here .	vous ne travaillez pas ici .
you know i love you !	tu sais que je t aime !
you know i love you !	vous savez que je vous aime !
you may come in now .	tu peux entrer maintenant .
you may come in now .	vous pouvez entrer maintenant .
you may go home now .	tu peux maintenant rentrer a la maison .
you may go home now .	tu peux maintenant rentrer chez toi .
you may not like it .	il se peut que vous ne l aimiez pas .
you may not like it .	il se peut que tu ne l aimes pas .
you must be in love .	vous devez etre amoureux .
you must be in love .	vous devez etre amoureuse .
you must be in love .	vous devez etre amoureuses .
you must be in love .	tu dois etre amoureux .
you must be in love .	tu dois etre amoureuse .
you must go with me .	tu dois aller avec moi .
you must not say it .	vous devez ne pas le dire .
you must not say it .	tu dois ne pas le dire .
you need to do this .	il te faut le faire .
you need to do this .	il vous faut le faire .
you need to help me .	tu dois m aider .
you really are good .	tu es vraiment bon .
you really are good .	tu es vraiment bonne .
you really are good .	vous etes vraiment bonne .
you really are good .	vous etes vraiment bonnes .
you really are good .	vous etes vraiment bons .
you really are good .	vous etes vraiment bon .
you won t need that .	tu n en auras pas besoin .
you won t need that .	vous n en aurez pas besoin .
you ll be all right .	ca va tres bien aller pour toi .
you ll be all right .	ca va tres bien aller pour vous .
